epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,35.049,1.4317,1.29793,1.74249,0.18446,0.45019,0.21168,0.08706,1.78078,7.90415,2.33308,0.00703,0.00703,0.00703
17,37.1604,1.43732,1.33067,1.72346,0.42411,0.67211,0.38278,0.15749,1.79782,3.89099,2.35029,0.006832,0.006832,0.006832
18,39.3513,1.42704,1.31504,1.71429,0.53642,0.60194,0.52593,0.21758,1.95227,2.78296,2.56386,0.006634,0.006634,0.006634
19,41.4709,1.39839,1.30643,1.69858,0.40054,0.54369,0.40904,0.15798,2.1208,2.73732,2.83304,0.006436,0.006436,0.006436
20,43.6463,1.40725,1.32506,1.70241,0.22109,0.33896,0.15436,0.06213,2.13436,4.22466,2.77647,0.006238,0.006238,0.006238
21,45.8166,1.38332,1.24405,1.70348,0.35889,0.36893,0.29887,0.09528,2.40331,2.84666,3.25249,0.00604,0.00604,0.00604
22,47.9308,1.38308,1.22921,1.68114,0.4355,0.50485,0.41973,0.17759,2.13344,2.10807,2.83638,0.005842,0.005842,0.005842
23,50.1053,1.38259,1.25458,1.70325,0.62037,0.54369,0.50318,0.22786,2.06825,2.17659,2.50315,0.005644,0.005644,0.005644
24,52.2932,1.36179,1.22394,1.65045,0.51764,0.39806,0.38274,0.14078,2.36395,2.99506,3.11572,0.005446,0.005446,0.005446
25,54.407,1.32209,1.16927,1.64023,0.72657,0.48544,0.56418,0.18861,2.26011,1.82838,2.86402,0.005248,0.005248,0.005248
26,56.6371,1.32265,1.16248,1.63175,0.68262,0.57282,0.65013,0.32653,1.90729,1.64415,2.28734,0.00505,0.00505,0.00505
27,58.7717,1.31132,1.14689,1.61756,0.78439,0.60046,0.72373,0.37792,1.69577,1.36471,2.0333,0.004852,0.004852,0.004852
28,60.895,1.27657,1.12128,1.58495,0.76043,0.66019,0.77724,0.36636,1.8568,1.323,2.16293,0.004654,0.004654,0.004654
29,63.0095,1.24777,1.07971,1.57094,0.71717,0.64008,0.73051,0.36568,1.75315,1.32379,2.05774,0.004456,0.004456,0.004456
30,65.1261,1.21081,1.05622,1.5649,0.75697,0.54369,0.7012,0.35595,1.68129,1.49121,2.0173,0.004258,0.004258,0.004258
31,67.2337,1.22463,1.05124,1.56496,0.69849,0.64078,0.73205,0.40084,1.61845,1.26168,2.00348,0.00406,0.00406,0.00406
32,69.488,1.1978,1.00591,1.53635,0.80174,0.62818,0.75125,0.34785,1.70614,1.39521,2.11692,0.003862,0.003862,0.003862
33,71.6028,1.21246,1.0264,1.54629,0.82908,0.64078,0.78166,0.41761,1.63863,1.19342,1.91526,0.003664,0.003664,0.003664
34,73.7341,1.19966,1.00004,1.52773,0.90215,0.60194,0.80883,0.45793,1.5064,1.13347,1.78343,0.003466,0.003466,0.003466
35,75.9408,1.17421,0.98832,1.49552,0.70362,0.68932,0.74275,0.41414,1.50165,1.2847,1.80303,0.003268,0.003268,0.003268
36,78.0586,1.15534,0.97105,1.49765,0.72889,0.76699,0.80864,0.42814,1.66579,1.09941,2.02474,0.00307,0.00307,0.00307
37,80.1757,1.15642,0.94713,1.50184,0.78407,0.74757,0.82115,0.44391,1.60479,1.09219,1.90101,0.002872,0.002872,0.002872
38,82.4098,1.11637,0.91102,1.47164,0.72699,0.7239,0.78091,0.44585,1.4517,1.22205,1.74476,0.002674,0.002674,0.002674
39,84.5377,1.18856,0.94354,1.50712,0.65289,0.78641,0.79671,0.48723,1.36963,1.18147,1.68041,0.002476,0.002476,0.002476
40,86.7389,1.11584,0.90889,1.46092,0.78934,0.81553,0.85249,0.48615,1.51236,1.0867,1.80794,0.002278,0.002278,0.002278
41,89.3817,1.07693,0.91727,1.57472,0.77395,0.6699,0.76507,0.36087,1.89704,1.28462,2.23882,0.00208,0.00208,0.00208
42,91.5049,0.99359,0.77792,1.49507,0.73564,0.7767,0.82961,0.44751,1.53524,1.00668,1.85201,0.001882,0.001882,0.001882
43,93.6015,0.98469,0.7477,1.48109,0.71207,0.76699,0.80694,0.41009,1.69306,1.11972,1.98733,0.001684,0.001684,0.001684
44,95.7864,1.00901,0.75008,1.49889,0.75654,0.6699,0.74382,0.35937,1.87035,1.19219,2.1826,0.001486,0.001486,0.001486
45,97.9559,0.99279,0.72656,1.48677,0.76633,0.73236,0.79099,0.44465,1.62639,1.06084,2.00307,0.001288,0.001288,0.001288
46,100.071,0.95124,0.68654,1.45225,0.83174,0.72816,0.82244,0.42266,1.72294,1.07751,2.01017,0.00109,0.00109,0.00109
47,102.18,0.94716,0.67438,1.43668,0.82745,0.7767,0.86335,0.47551,1.56982,1.03217,1.90178,0.000892,0.000892,0.000892
48,104.342,0.91317,0.65543,1.43214,0.81216,0.80583,0.86554,0.48614,1.52639,1.00153,1.81592,0.000694,0.000694,0.000694
49,106.455,0.92888,0.64916,1.4209,0.83971,0.73786,0.85598,0.46539,1.59179,1.00595,1.87867,0.000496,0.000496,0.000496
50,108.614,0.89997,0.65035,1.42919,0.84607,0.80045,0.86845,0.4891,1.53845,0.97468,1.85521,0.000298,0.000298,0.000298
