epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,483.053,0.60805,0.36045,0.97167,0.9903,0.99813,0.99481,0.87957,0.53978,0.27541,0.87095,5.842e-05,5.842e-05,5.842e-05
65,490.44,0.6099,0.36082,0.96928,0.99209,1,0.9919,0.8771,0.53354,0.27233,0.87918,5.776e-05,5.776e-05,5.776e-05
66,497.829,0.61629,0.36398,0.97513,0.99345,0.99813,0.995,0.87944,0.53496,0.2744,0.87146,5.71e-05,5.71e-05,5.71e-05
67,505.213,0.62039,0.36612,0.96887,0.99934,0.9944,0.995,0.87747,0.52748,0.27643,0.86444,5.644e-05,5.644e-05,5.644e-05
68,512.566,0.61115,0.36179,0.97054,0.99443,0.99998,0.99498,0.88587,0.50565,0.26391,0.85448,5.578e-05,5.578e-05,5.578e-05
69,519.95,0.60846,0.36073,0.96886,1,0.99798,0.995,0.87879,0.52977,0.2756,0.87187,5.512e-05,5.512e-05,5.512e-05
70,527.365,0.60267,0.36238,0.96805,0.99627,0.9978,0.995,0.87964,0.53122,0.2735,0.87212,5.446e-05,5.446e-05,5.446e-05
71,534.752,0.59059,0.35145,0.96508,0.99813,0.99796,0.99493,0.8803,0.53197,0.26649,0.86436,5.38e-05,5.38e-05,5.38e-05
72,542.129,0.59897,0.35453,0.96294,0.99961,0.99813,0.995,0.87523,0.53095,0.26282,0.87016,5.314e-05,5.314e-05,5.314e-05
73,549.546,0.6034,0.35549,0.96496,0.99776,0.99813,0.99494,0.88113,0.5277,0.2737,0.86335,5.248e-05,5.248e-05,5.248e-05
74,556.917,0.58704,0.34635,0.96272,0.99914,0.99813,0.995,0.88831,0.51691,0.26669,0.86633,5.182e-05,5.182e-05,5.182e-05
75,564.36,0.60457,0.35575,0.96312,1,0.99997,0.995,0.89094,0.5122,0.26227,0.86236,5.116e-05,5.116e-05,5.116e-05
76,571.759,0.58583,0.35317,0.9625,0.99594,0.99813,0.99386,0.88773,0.49951,0.25853,0.85748,5.05e-05,5.05e-05,5.05e-05
77,579.155,0.58612,0.34732,0.95932,0.99799,1,0.99448,0.88872,0.50147,0.26357,0.85701,4.984e-05,4.984e-05,4.984e-05
78,586.511,0.57942,0.34544,0.96131,0.9978,1,0.99494,0.89377,0.5019,0.26011,0.85648,4.918e-05,4.918e-05,4.918e-05
79,593.879,0.58477,0.34459,0.96301,0.99814,0.99981,0.99493,0.89424,0.5058,0.26013,0.85472,4.852e-05,4.852e-05,4.852e-05
80,601.252,0.58488,0.34542,0.96378,0.99814,0.99949,0.995,0.8912,0.50198,0.25716,0.85555,4.786e-05,4.786e-05,4.786e-05
81,608.682,0.58008,0.34015,0.96211,0.99593,1,0.99498,0.89017,0.49602,0.25426,0.85547,4.72e-05,4.72e-05,4.72e-05
82,616.117,0.58305,0.34667,0.958,0.99749,0.99813,0.99496,0.89235,0.49371,0.25835,0.85353,4.654e-05,4.654e-05,4.654e-05
83,623.561,0.57504,0.34168,0.95952,0.99813,0.99811,0.995,0.895,0.4891,0.25616,0.85219,4.588e-05,4.588e-05,4.588e-05
84,630.932,0.58497,0.34682,0.95872,0.99814,0.99902,0.99496,0.89356,0.48841,0.25504,0.85397,4.522e-05,4.522e-05,4.522e-05
85,638.307,0.56994,0.33608,0.95235,0.99814,0.99997,0.99491,0.89369,0.49566,0.25737,0.85351,4.456e-05,4.456e-05,4.456e-05
86,645.687,0.57668,0.34394,0.95897,0.99772,1,0.995,0.89035,0.50214,0.25503,0.8633,4.39e-05,4.39e-05,4.39e-05
87,653.119,0.57113,0.33683,0.95565,0.99799,0.99813,0.99493,0.8954,0.49196,0.25238,0.8533,4.324e-05,4.324e-05,4.324e-05
88,660.504,0.57987,0.33819,0.95949,0.99555,1,0.99498,0.9022,0.48475,0.25407,0.84675,4.258e-05,4.258e-05,4.258e-05
89,667.977,0.56278,0.33313,0.95455,0.99713,1,0.99496,0.8972,0.49937,0.25658,0.85424,4.192e-05,4.192e-05,4.192e-05
90,675.382,0.57552,0.34246,0.95574,0.99379,1,0.995,0.89793,0.48545,0.25277,0.84745,4.126e-05,4.126e-05,4.126e-05
91,682.797,0.57436,0.33889,0.96006,0.99305,1,0.99498,0.89453,0.49356,0.25761,0.85604,4.06e-05,4.06e-05,4.06e-05
92,690.17,0.56498,0.33134,0.95371,0.99797,1,0.99491,0.89212,0.49686,0.25538,0.8553,3.994e-05,3.994e-05,3.994e-05
93,697.561,0.56961,0.33436,0.95637,0.99619,1,0.99496,0.89274,0.49547,0.25775,0.85901,3.928e-05,3.928e-05,3.928e-05
94,704.962,0.57422,0.33706,0.95495,0.99628,0.9995,0.99498,0.8973,0.47912,0.25162,0.85209,3.862e-05,3.862e-05,3.862e-05
95,712.338,0.55838,0.32892,0.94891,0.99624,1,0.99498,0.90359,0.48348,0.25661,0.8483,3.796e-05,3.796e-05,3.796e-05
96,719.769,0.55162,0.32619,0.94824,0.99628,0.99928,0.99487,0.897,0.48668,0.26192,0.84894,3.73e-05,3.73e-05,3.73e-05
97,727.132,0.55709,0.32881,0.95254,0.99873,0.99254,0.995,0.90356,0.47432,0.25568,0.84653,3.664e-05,3.664e-05,3.664e-05
98,734.515,0.55826,0.32734,0.94863,0.997,0.99627,0.99485,0.90058,0.48107,0.25081,0.84822,3.598e-05,3.598e-05,3.598e-05
99,741.881,0.55663,0.32609,0.9522,0.99777,0.99813,0.99496,0.89516,0.48185,0.24702,0.85383,3.532e-05,3.532e-05,3.532e-05
100,749.263,0.56296,0.33412,0.95446,0.99768,1,0.995,0.90464,0.474,0.24793,0.84537,3.466e-05,3.466e-05,3.466e-05
101,756.636,0.55695,0.32771,0.94663,0.99627,0.99713,0.99498,0.90596,0.47973,0.2535,0.84789,3.4e-05,3.4e-05,3.4e-05
102,764.01,0.55823,0.32863,0.9507,0.99443,0.99879,0.99496,0.90159,0.48668,0.24881,0.84981,3.334e-05,3.334e-05,3.334e-05
103,771.375,0.55684,0.33212,0.95021,0.99813,0.99427,0.995,0.90135,0.48035,0.24539,0.84456,3.268e-05,3.268e-05,3.268e-05
104,778.769,0.56269,0.33102,0.95165,0.99934,0.99254,0.995,0.90737,0.46826,0.24721,0.8363,3.202e-05,3.202e-05,3.202e-05
105,786.136,0.55302,0.32271,0.94716,0.9942,1,0.99498,0.90221,0.47494,0.25009,0.8405,3.136e-05,3.136e-05,3.136e-05
106,793.537,0.55247,0.32977,0.94533,0.99563,1,0.995,0.9028,0.47877,0.24707,0.84369,3.07e-05,3.07e-05,3.07e-05
107,800.906,0.55573,0.32387,0.95211,0.99814,1,0.995,0.90131,0.47882,0.25068,0.84538,3.004e-05,3.004e-05,3.004e-05
108,808.342,0.54741,0.32402,0.9439,0.99617,1,0.99487,0.90389,0.47291,0.25231,0.84337,2.938e-05,2.938e-05,2.938e-05
109,815.776,0.55572,0.32867,0.94764,0.99626,1,0.99493,0.9069,0.46434,0.24861,0.84137,2.872e-05,2.872e-05,2.872e-05
110,823.188,0.53452,0.31881,0.94787,0.99761,1,0.995,0.90249,0.46992,0.24667,0.84141,2.806e-05,2.806e-05,2.806e-05
111,830.608,0.55177,0.32727,0.94677,0.99774,0.9944,0.99498,0.90456,0.47244,0.24554,0.83964,2.74e-05,2.74e-05,2.74e-05
112,838.039,0.54406,0.31818,0.94606,0.99761,1,0.995,0.90655,0.47087,0.2417,0.84287,2.674e-05,2.674e-05,2.674e-05
113,845.412,0.55213,0.32708,0.94974,0.99805,1,0.995,0.89937,0.48087,0.24462,0.84853,2.608e-05,2.608e-05,2.608e-05
114,852.807,0.54095,0.31947,0.95045,0.99765,1,0.995,0.90507,0.47242,0.24474,0.84215,2.542e-05,2.542e-05,2.542e-05
115,860.162,0.53627,0.31736,0.94323,0.99761,1,0.995,0.90658,0.46653,0.24434,0.84103,2.476e-05,2.476e-05,2.476e-05
116,867.618,0.544,0.31749,0.94171,0.99781,1,0.99498,0.90464,0.46911,0.24508,0.84341,2.41e-05,2.41e-05,2.41e-05
117,875.032,0.53925,0.3208,0.9394,0.99784,1,0.99496,0.90975,0.46207,0.24257,0.83793,2.344e-05,2.344e-05,2.344e-05
118,882.427,0.5383,0.3167,0.93786,0.99977,1,0.995,0.90306,0.4672,0.24501,0.84218,2.278e-05,2.278e-05,2.278e-05
119,889.801,0.53217,0.31469,0.94108,0.99792,1,0.995,0.9093,0.46203,0.24442,0.84342,2.212e-05,2.212e-05,2.212e-05
120,897.172,0.53374,0.31521,0.94342,0.99964,1,0.995,0.90814,0.4609,0.2426,0.84388,2.146e-05,2.146e-05,2.146e-05
121,904.597,0.52994,0.31416,0.9403,0.99999,1,0.995,0.90566,0.46235,0.24584,0.84468,2.08e-05,2.08e-05,2.08e-05
122,911.983,0.53787,0.31595,0.94011,0.99965,1,0.995,0.90446,0.45992,0.24482,0.84332,2.014e-05,2.014e-05,2.014e-05
123,919.388,0.54151,0.31768,0.94537,1,0.99952,0.995,0.90986,0.45669,0.24153,0.83918,1.948e-05,1.948e-05,1.948e-05
124,926.832,0.54444,0.31844,0.94193,0.99976,1,0.995,0.91184,0.45725,0.23896,0.84101,1.882e-05,1.882e-05,1.882e-05
125,934.269,0.51962,0.3093,0.93793,0.99979,1,0.995,0.91322,0.45314,0.23798,0.83697,1.816e-05,1.816e-05,1.816e-05
126,941.642,0.53803,0.31636,0.93853,0.99814,0.99963,0.995,0.90985,0.45983,0.23888,0.8391,1.75e-05,1.75e-05,1.75e-05
127,949.015,0.5295,0.31293,0.94153,0.99966,1,0.995,0.91216,0.45812,0.2385,0.83815,1.684e-05,1.684e-05,1.684e-05
128,956.398,0.52464,0.31008,0.93954,0.99614,1,0.995,0.91051,0.45594,0.23548,0.83689,1.618e-05,1.618e-05,1.618e-05
129,963.791,0.52844,0.311,0.94393,0.99789,1,0.995,0.9116,0.45449,0.23802,0.83445,1.552e-05,1.552e-05,1.552e-05
130,971.257,0.51998,0.30693,0.93837,0.99793,1,0.99496,0.91067,0.45105,0.23863,0.83434,1.486e-05,1.486e-05,1.486e-05
131,978.668,0.53272,0.31377,0.93855,0.99984,1,0.995,0.91237,0.45267,0.23729,0.83455,1.42e-05,1.42e-05,1.42e-05
132,986.071,0.51178,0.30731,0.9402,0.99985,1,0.995,0.91182,0.4515,0.23569,0.8346,1.354e-05,1.354e-05,1.354e-05
133,993.973,0.52659,0.30873,0.94095,0.99978,1,0.995,0.91699,0.44677,0.23144,0.83235,1.288e-05,1.288e-05,1.288e-05
134,1001.98,0.53059,0.31155,0.93831,0.99949,1,0.995,0.91791,0.4452,0.23028,0.83227,1.222e-05,1.222e-05,1.222e-05
135,1009.58,0.53076,0.31001,0.93915,0.99785,1,0.995,0.91604,0.44784,0.23323,0.83435,1.156e-05,1.156e-05,1.156e-05
136,1017.05,0.51992,0.3053,0.93783,0.99598,1,0.99498,0.9164,0.44279,0.23213,0.83195,1.09e-05,1.09e-05,1.09e-05
137,1024.78,0.52502,0.30755,0.94117,0.99606,1,0.99498,0.91595,0.44935,0.23288,0.83373,1.024e-05,1.024e-05,1.024e-05
138,1032.56,0.5247,0.3076,0.93376,0.9976,1,0.995,0.91629,0.45077,0.2339,0.83505,9.58e-06,9.58e-06,9.58e-06
139,1040.22,0.51485,0.30367,0.93738,0.99797,1,0.995,0.91416,0.44963,0.23107,0.83442,8.92e-06,8.92e-06,8.92e-06
140,1047.95,0.51523,0.30215,0.93738,0.99944,1,0.995,0.91625,0.44924,0.22943,0.83445,8.26e-06,8.26e-06,8.26e-06
141,1056.02,0.48428,0.29007,0.90343,0.99579,1,0.99462,0.90452,0.45886,0.24279,0.84013,7.6e-06,7.6e-06,7.6e-06
142,1063.38,0.46872,0.2695,0.90458,0.99588,1,0.99475,0.90101,0.46459,0.24727,0.84272,6.94e-06,6.94e-06,6.94e-06
143,1070.69,0.46135,0.26455,0.90855,0.99257,0.9944,0.99473,0.90098,0.46061,0.24674,0.83876,6.28e-06,6.28e-06,6.28e-06
144,1078.07,0.4514,0.25903,0.90092,0.99278,0.9944,0.99426,0.90118,0.45652,0.24332,0.83661,5.62e-06,5.62e-06,5.62e-06
145,1085.45,0.45822,0.25918,0.90002,0.99257,0.99663,0.99496,0.90132,0.45532,0.24107,0.83645,4.96e-06,4.96e-06,4.96e-06
146,1092.8,0.46005,0.25931,0.89806,0.99647,0.99254,0.99496,0.90325,0.45006,0.23614,0.83406,4.3e-06,4.3e-06,4.3e-06
147,1100.3,0.45595,0.25841,0.89713,0.99256,0.99492,0.99487,0.90374,0.44873,0.23625,0.83363,3.64e-06,3.64e-06,3.64e-06
148,1107.37,0.44395,0.25112,0.89499,0.99257,0.99635,0.9945,0.90666,0.44801,0.23681,0.8331,2.98e-06,2.98e-06,2.98e-06
149,1115.3,0.45371,0.25434,0.90008,0.99519,0.99813,0.9946,0.90563,0.44723,0.23588,0.8327,2.32e-06,2.32e-06,2.32e-06
150,1122.89,0.44528,0.25536,0.89198,0.99258,0.99873,0.99455,0.90846,0.44376,0.23397,0.83153,1.66e-06,1.66e-06,1.66e-06
