epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,38.1934,0.50911,1.23801,0.90205,0.88228,0.84443,0.92356,0.84349,0.41088,1.12257,0.79024,4.522e-05,4.522e-05,4.522e-05
85,38.6228,0.50514,1.20953,0.90507,0.88105,0.84105,0.92224,0.84115,0.41387,1.12007,0.79223,4.456e-05,4.456e-05,4.456e-05
86,39.0512,0.5216,1.22824,0.91356,0.88095,0.83367,0.9208,0.84019,0.41298,1.12398,0.79311,4.39e-05,4.39e-05,4.39e-05
87,39.4748,0.4999,1.20979,0.89261,0.85579,0.84944,0.92136,0.84573,0.40767,1.12283,0.79105,4.324e-05,4.324e-05,4.324e-05
88,39.9073,0.48852,1.17228,0.89104,0.88732,0.84939,0.92216,0.84847,0.40539,1.12002,0.78939,4.258e-05,4.258e-05,4.258e-05
89,40.4087,0.5043,1.20391,0.90386,0.87527,0.85169,0.92603,0.85129,0.4057,1.10872,0.78998,4.192e-05,4.192e-05,4.192e-05
90,40.8409,0.4973,1.17368,0.89987,0.87859,0.8507,0.92697,0.8544,0.40501,1.09712,0.79031,4.126e-05,4.126e-05,4.126e-05
91,41.2784,0.50707,1.19981,0.89631,0.87892,0.85053,0.92959,0.86099,0.4018,1.08101,0.78944,4.06e-05,4.06e-05,4.06e-05
92,41.7171,0.50779,1.19812,0.88968,0.88585,0.85689,0.93286,0.86279,0.39825,1.06519,0.78882,3.994e-05,3.994e-05,3.994e-05
93,42.1501,0.50776,1.14104,0.89357,0.91197,0.83205,0.93303,0.85843,0.39931,1.05285,0.7897,3.928e-05,3.928e-05,3.928e-05
94,42.5875,0.49785,1.1169,0.89947,0.91842,0.83349,0.93481,0.86156,0.40228,1.04698,0.79014,3.862e-05,3.862e-05,3.862e-05
95,43.0073,0.49281,1.13953,0.89705,0.92204,0.83821,0.93561,0.8546,0.40178,1.04192,0.78898,3.796e-05,3.796e-05,3.796e-05
96,43.5022,0.49389,1.14429,0.89248,0.93189,0.836,0.93606,0.86107,0.40073,1.04467,0.78815,3.73e-05,3.73e-05,3.73e-05
97,43.9718,0.51888,1.13014,0.90057,0.8971,0.86183,0.9394,0.8632,0.40343,1.04737,0.78891,3.664e-05,3.664e-05,3.664e-05
98,44.4087,0.51974,1.14246,0.90351,0.89819,0.87445,0.93598,0.85426,0.40768,1.05176,0.78989,3.598e-05,3.598e-05,3.598e-05
99,44.8425,0.4872,1.10488,0.89669,0.89758,0.87392,0.93435,0.85238,0.40867,1.05391,0.79058,3.532e-05,3.532e-05,3.532e-05
100,45.2775,0.47177,1.07625,0.89321,0.89549,0.87448,0.93457,0.8506,0.40848,1.05004,0.7918,3.466e-05,3.466e-05,3.466e-05
101,45.7051,0.49119,1.08719,0.88557,0.89511,0.8661,0.93269,0.8546,0.40709,1.04448,0.79229,3.4e-05,3.4e-05,3.4e-05
102,46.128,0.50586,1.1112,0.90095,0.89959,0.86451,0.93155,0.85621,0.40476,1.03952,0.79136,3.334e-05,3.334e-05,3.334e-05
103,46.6053,0.48464,1.08521,0.90349,0.90532,0.86289,0.93266,0.8575,0.40357,1.03173,0.79079,3.268e-05,3.268e-05,3.268e-05
104,47.0292,0.49916,1.11253,0.90127,0.89516,0.86992,0.93252,0.85612,0.40233,1.02822,0.78998,3.202e-05,3.202e-05,3.202e-05
105,47.4589,0.47435,1.05392,0.89414,0.89723,0.87129,0.93446,0.85917,0.40081,1.02244,0.78881,3.136e-05,3.136e-05,3.136e-05
106,47.8853,0.49461,1.06733,0.90071,0.90119,0.87761,0.93541,0.85737,0.40174,1.01783,0.78865,3.07e-05,3.07e-05,3.07e-05
107,48.3121,0.50314,1.08644,0.89309,0.89386,0.87841,0.9353,0.85862,0.40449,1.01194,0.7891,3.004e-05,3.004e-05,3.004e-05
108,48.746,0.48976,1.08183,0.90467,0.90628,0.87455,0.93736,0.85856,0.40436,1.00298,0.78942,2.938e-05,2.938e-05,2.938e-05
109,49.1725,0.48973,1.03611,0.89344,0.89145,0.87656,0.93733,0.86501,0.40276,0.9988,0.7892,2.872e-05,2.872e-05,2.872e-05
110,49.6685,0.49141,1.04778,0.89578,0.88585,0.88506,0.93856,0.86464,0.40317,0.99041,0.78989,2.806e-05,2.806e-05,2.806e-05
111,50.105,0.49438,1.04643,0.88664,0.88102,0.89384,0.93851,0.861,0.40211,0.98155,0.78997,2.74e-05,2.74e-05,2.74e-05
112,50.5307,0.4843,1.03622,0.9003,0.9046,0.88141,0.93999,0.86225,0.40177,0.97689,0.79029,2.674e-05,2.674e-05,2.674e-05
113,50.962,0.47742,1.01442,0.88933,0.92041,0.88511,0.94043,0.86322,0.40119,0.97587,0.79053,2.608e-05,2.608e-05,2.608e-05
114,51.3876,0.48474,1.04062,0.89597,0.92027,0.88623,0.94193,0.86615,0.40022,0.97571,0.78987,2.542e-05,2.542e-05,2.542e-05
115,51.818,0.4733,1.02008,0.89316,0.91172,0.89022,0.94049,0.86661,0.39946,0.97033,0.78935,2.476e-05,2.476e-05,2.476e-05
116,52.2836,0.48153,1.04138,0.90417,0.90989,0.8911,0.94153,0.86573,0.39845,0.96856,0.78965,2.41e-05,2.41e-05,2.41e-05
117,52.7091,0.49219,1.0139,0.89915,0.90942,0.89165,0.94165,0.86817,0.39993,0.9663,0.78984,2.344e-05,2.344e-05,2.344e-05
118,53.1432,0.4918,1.02874,0.88969,0.87913,0.8984,0.94099,0.86387,0.40143,0.96314,0.78984,2.278e-05,2.278e-05,2.278e-05
119,53.5705,0.47895,1.02471,0.89779,0.88166,0.89841,0.94072,0.86596,0.40189,0.96011,0.78989,2.212e-05,2.212e-05,2.212e-05
120,54.0061,0.48057,0.97796,0.90201,0.88836,0.89125,0.94146,0.86959,0.40104,0.95688,0.79015,2.146e-05,2.146e-05,2.146e-05
121,54.4374,0.47731,1.02051,0.89306,0.88052,0.90084,0.94107,0.86749,0.40077,0.95296,0.79048,2.08e-05,2.08e-05,2.08e-05
122,54.8606,0.50494,1.01774,0.91141,0.88045,0.90126,0.94117,0.86622,0.39868,0.94961,0.79046,2.014e-05,2.014e-05,2.014e-05
123,55.3433,0.47626,0.99196,0.89219,0.88413,0.90123,0.9409,0.86538,0.39701,0.94444,0.78995,1.948e-05,1.948e-05,1.948e-05
124,55.781,0.47099,0.98713,0.89368,0.88602,0.9004,0.94036,0.86433,0.39728,0.94368,0.78986,1.882e-05,1.882e-05,1.882e-05
125,56.2124,0.4784,1.0199,0.89387,0.89474,0.89196,0.94124,0.86645,0.39637,0.93993,0.78956,1.816e-05,1.816e-05,1.816e-05
126,56.6429,0.46784,0.96504,0.87928,0.89502,0.89467,0.94186,0.86591,0.39576,0.9397,0.78936,1.75e-05,1.75e-05,1.75e-05
127,57.0694,0.47994,0.98235,0.89602,0.89462,0.89336,0.9421,0.86688,0.39577,0.93642,0.78898,1.684e-05,1.684e-05,1.684e-05
128,57.5037,0.48247,1.02484,0.90181,0.89318,0.89426,0.94246,0.86803,0.39634,0.93237,0.7893,1.618e-05,1.618e-05,1.618e-05
129,57.9313,0.4836,1.0648,0.91352,0.89433,0.89407,0.94264,0.86778,0.3966,0.92972,0.78979,1.552e-05,1.552e-05,1.552e-05
130,58.4202,0.46826,0.99196,0.88913,0.89616,0.89094,0.94455,0.86896,0.39661,0.92936,0.78994,1.486e-05,1.486e-05,1.486e-05
131,58.8515,0.50898,1.0385,0.90418,0.88995,0.90147,0.94479,0.86557,0.3977,0.92742,0.79046,1.42e-05,1.42e-05,1.42e-05
132,59.28,0.47802,0.99883,0.90266,0.88721,0.90182,0.94412,0.86493,0.39846,0.92606,0.79019,1.354e-05,1.354e-05,1.354e-05
133,59.7047,0.45967,0.96005,0.88337,0.88516,0.90294,0.94433,0.86521,0.39826,0.92821,0.79048,1.288e-05,1.288e-05,1.288e-05
134,60.1375,0.4961,0.99455,0.89404,0.88253,0.90273,0.94381,0.86485,0.39953,0.92876,0.78996,1.222e-05,1.222e-05,1.222e-05
135,60.5747,0.46782,0.99403,0.87806,0.87517,0.90266,0.94437,0.86823,0.40022,0.9287,0.78984,1.156e-05,1.156e-05,1.156e-05
136,61.0654,0.45426,0.94348,0.88228,0.87561,0.9027,0.94488,0.86849,0.40071,0.92791,0.79002,1.09e-05,1.09e-05,1.09e-05
137,61.493,0.45687,0.96615,0.8821,0.88529,0.89874,0.94523,0.87028,0.40065,0.93025,0.7899,1.024e-05,1.024e-05,1.024e-05
138,61.9264,0.4771,0.99526,0.90007,0.88408,0.90252,0.94505,0.87301,0.40074,0.9305,0.78936,9.58e-06,9.58e-06,9.58e-06
139,62.3597,0.47092,1.00336,0.89635,0.88448,0.90229,0.94554,0.87282,0.40109,0.92833,0.78896,8.92e-06,8.92e-06,8.92e-06
140,62.7885,0.48605,0.99279,0.90884,0.8867,0.90369,0.94519,0.87059,0.40072,0.92788,0.78851,8.26e-06,8.26e-06,8.26e-06
141,63.6403,0.42255,1.09819,0.85337,0.89605,0.90062,0.94768,0.87332,0.40063,0.91783,0.78904,7.6e-06,7.6e-06,7.6e-06
142,64.1634,0.42404,1.07719,0.86274,0.87113,0.92883,0.94812,0.87462,0.40096,0.90718,0.78913,6.94e-06,6.94e-06,6.94e-06
143,64.5975,0.4276,1.08653,0.85806,0.89354,0.90864,0.94879,0.87508,0.40245,0.89928,0.79019,6.28e-06,6.28e-06,6.28e-06
144,65.0324,0.43725,1.11039,0.86863,0.90317,0.90675,0.9489,0.87531,0.40292,0.89615,0.79073,5.62e-06,5.62e-06,5.62e-06
145,65.4629,0.42217,1.06276,0.86098,0.88572,0.92137,0.95052,0.87547,0.40282,0.8928,0.79115,4.96e-06,4.96e-06,4.96e-06
146,65.8952,0.42566,1.06113,0.864,0.90081,0.91036,0.95141,0.87312,0.40388,0.89205,0.79166,4.3e-06,4.3e-06,4.3e-06
147,66.3219,0.41584,1.05471,0.85802,0.90368,0.90733,0.95039,0.8745,0.4053,0.89201,0.79219,3.64e-06,3.64e-06,3.64e-06
148,66.7529,0.42199,1.02471,0.86279,0.90399,0.90698,0.95012,0.87334,0.40569,0.89301,0.79244,2.98e-06,2.98e-06,2.98e-06
149,67.2362,0.4177,1.04655,0.85791,0.90679,0.90589,0.94848,0.87259,0.40607,0.89417,0.7931,2.32e-06,2.32e-06,2.32e-06
150,67.661,0.42012,1.03515,0.86432,0.9076,0.90597,0.94833,0.87247,0.40727,0.89328,0.7941,1.66e-06,1.66e-06,1.66e-06
